time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_error,catalogue_error,orders_error,queue-master_error,shipping_error,carts_latency-50,catalogue_latency-50,front-end_latency-50,orders_latency-50,payment_latency-50,queue-master_latency-50,shipping_latency-50,user_latency-50,carts_latency-90,catalogue_latency-90,front-end_latency-90,orders_latency-90,payment_latency-90,queue-master_latency-90,shipping_latency-90,user_latency-90
1693115424,12.311159739385223,2.9047366503572,0.6851442606494236,0.4510185057282241,10.348252964334886,7.502074482191247,0.2872625763747455,0.6402514648305655,2.533304972157352,1.0627148520138336,0.00004972946751744646,0.30646964596889803,2.2219650309136685,2.2528393389890815,1.060111625508509,206508032,72081408,10469376,424882176,109916160,319946752,37761024,10760192,297586688,93519872,4706304,3076096,304353280,12701696,36274176,22,6,20,12,12,2,12,82,0,,0,0,0,0.008100634632819582,0.003058765915768854,0.03097326649958229,0.016867007672634275,0.0014682080924855487,0.0030166666666666666,0.003253211009174312,0.003220250521920668,0.02112264150943396,0.004705778648383938,0.07154684095860567,0.036320754716981186,0.004312138728323699,0.00463,0.00558461538461539,0.004996450939457203
1693115425,9.880171388817274,2.9047366503572,0.6989689412989342,0.4581814812050645,10.348252964334886,7.502074482191247,0.2872625763747455,0.6411401330024814,2.533304972157352,1.0627148520138336,0.00006475443324691057,0.30646964596889803,2.2219650309136685,2.2073085769767515,1.060111625508509,206508032,72081408,10469376,424882176,109916160,319946752,37761024,10510336,297586688,93519872,4706304,3076096,304353280,12701696,36274176,37.576,13.682,53.03,17.576,18,2,18,134.091,0,,0,0,0,0.008105393717139798,0.003066526541746791,0.030787937743190663,0.016935170667814692,0.0014682080924855487,0.0030166666666666666,0.003253211009174312,0.003216944628839306,0.02118453892987309,0.004719747775144225,0.07126774847870185,0.03577140718562878,0.004312138728323699,0.00463,0.00558461538461539,0.004990500331910751
1693115426,11.550202306799259,2.9047366503572,0.842214144418159,0.4581814812050645,10.348252964334886,7.502074482191247,0.2872625763747455,0.6411401330024814,2.0253225337558414,1.0627148520138336,0.00006612560842233296,0.30646964596889803,2.2219650309136685,2.1617778149644216,1.060111625508509,206508032,72081408,10485760,424882176,109916160,319946752,37761024,10510336,297586688,93519872,4706304,3076096,304353280,12701696,36274176,22,10,42,6,8,2,8,48,0,,0,0,0,0.008105590062111801,0.0030665399239543723,0.03078793774319066,0.016935679611650486,0.0014682080924855487,0.0030166666666666666,0.003253211009174312,0.003216937636495996,0.021184842883548983,0.00471977186311787,0.07126774847870182,0.03577272727272728,0.004312138728323699,0.00463,0.00558461538461539,0.004990487745692793
1693115427,11.550202306799259,2.9047366503572,0.842214144418159,0.4581814812050645,10.312151743612723,7.708903929918264,0.2872625763747455,0.6411401330024814,2.0253225337558414,1.0627148520138336,0.00006749678359775536,0.30646964596889803,2.2219650309136685,2.785431391257898,1.060111625508509,206508032,72081408,10485760,424882176,109916160,320192512,37761024,10510336,297586688,93519872,4706304,3076096,304353280,14020608,36274176,42,16,54,8,8,2,6,88,0,,0,0,0,0.008114349775784752,0.0030665399239543723,0.03078793774319066,0.017034739454094294,0.0014191616766467063,0.0030166666666666666,0.0032342007434944236,0.0032108860141567,0.021220887245841043,0.00471977186311787,0.07126774847870182,0.03578431372549021,0.004302994011976048,0.00463,0.005245762711864405,0.00497959482548206
1693115428,11.550202306799259,2.9047366503572,0.842214144418159,0.4581814812050645,10.312151743612723,7.708903929918262,0.2872625763747455,0.6411401330024814,2.0253225337558414,1.0627148520138336,0.00006886795877317776,0.30646964596889803,2.2219650309136685,2.785431391257898,1.0389371397951894,206508032,72081408,10485760,424882176,109916160,320192512,37761024,10510336,297586688,93519872,4706304,3076096,304353280,14020608,36274176,32,26,54,10,10,2,10,72,0,,0,0,0,0.008098684210526315,0.0030704091341579444,0.03078793774319066,0.016904205607476637,0.0015862068965517236,0.0030166666666666666,0.003244360902255639,0.0032213114754098366,0.02114879852125693,0.0047267364414843,0.07126774847870182,0.03432692307692309,0.004335632183908047,0.00463,0.005434426229508195,0.004998360655737705
1693115429,11.550202306799259,2.9047366503572,0.842214144418159,0.4581814812050645,10.312151743612723,7.708903929918262,0.2872625763747455,0.6411401330024814,2.0253225337558414,0.9149207359557099,0.00008227051052534402,0.30646964596889803,2.2219650309136685,2.785431391257898,1.0389371397951894,206508032,72081408,10485760,424882176,109916160,320192512,37761024,10510336,297586688,93519872,4706304,3076096,304353280,14020608,36274176,24,26,64,10,10,2,10,64,0,,0,0,0,0.008082502266545784,0.003066341463414634,0.030947412353923204,0.016788321167883213,0.0015027932960893855,0.0030166666666666666,0.0032304964539007094,0.003228735933001831,0.02118285714285714,0.004719414634146341,0.0714161220043573,0.03382978723404257,0.004318435754189945,0.00463,0.0051721311475409915,0.005132387706855782
1693115430,10.56042133421933,2.9047366503572,0.842214144418159,0.4581814812050645,10.312151743612723,7.708903929918262,0.2872625763747455,0.6411401330024814,2.0253225337558414,0.8972088217554793,0.00008227051052534402,0.30646964596889803,2.2219650309136685,2.785431391257898,1.0389371397951894,207994880,72081408,10485760,424882176,109916160,320192512,37761024,10510336,297586688,93519872,4706304,3076096,304353280,14020608,36274176,26,16,44,6,6,2,6,52,0,,0,0,0,0.008099912739965095,0.0030674789128397376,0.030936550151975686,0.01687354988399072,0.0015027932960893855,0.0030166666666666666,0.0032304964539007094,0.0032223300970873783,0.020955454545454544,0.004721462043111527,0.07124254473161033,0.03365000000000002,0.004318435754189945,0.00463,0.0051721311475409915,0.005002252252252257
1693115431,10.56042133421933,2.9047366503572,0.842214144418159,0.4581814812050645,10.312151743612723,7.708903929918264,0.2872625763747455,0.6411401330024814,2.0253225337558414,0.8794969075552489,0.00008227051052534402,0.30646964596889803,2.2219650309136685,2.785431391257898,1.031988223343454,207994880,72081408,10485760,424882176,109916160,320192512,37761024,10510336,297586688,93519872,4706304,3076096,304353280,14020608,36343808,32,20,48,8,8,2,8,74,0,,0,0,0,0.008099912739965095,0.0030674789128397376,0.030936550151975686,0.01687354988399072,0.0015027932960893855,0.0030166666666666666,0.0032304964539007094,0.0032223300970873783,0.020955454545454544,0.004721462043111527,0.07124254473161033,0.03365000000000002,0.004318435754189945,0.00463,0.0051721311475409915,0.005002252252252257
1693115432,10.56042133421933,2.9047366503572,0.842214144418159,0.4515435448874421,10.312151743612723,6.8232760694325085,0.24918584188860288,0.6411401330024814,2.0253225337558414,1.0762763850282349,0.00008227051052534402,0.30646964596889803,2.3194549603923127,2.785431391257898,1.031988223343454,207994880,72081408,10485760,424882176,109916160,320192512,37761024,10510336,297586688,93544448,4706304,3076096,305324032,14020608,36343808,56,30,80,10,10,2,12,96,0,,0,0,0,0.008093333333333333,0.0030674789128397376,0.030936550151975686,0.016841463414634147,0.001382978723404255,0.0030166666666666666,0.0032025782688766117,0.0032115384615384614,0.02089357798165137,0.004721462043111527,0.07124254473161033,0.031477272727272756,0.004296048632218845,0.00463,0.004964640883977901,0.0049807692307692305
1693115433,10.56042133421933,2.4706963763775756,0.842214144418159,0.4515435448874421,10.312151743612723,6.956991946665654,0.24442490515059148,0.6411401330024814,2.0253225337558414,1.0762763850282349,0.00008227051052534402,0.30646964596889803,2.3194549603923127,2.782562955460705,1.031988223343454,207994880,72081408,10485760,424882176,109916160,320192512,37761024,10510336,297586688,93544448,4706304,3076096,305324032,14020608,36343808,26,14,50,6,6,2,6,42,0,,0,0,0,0.008085152838427949,0.0030671015843429634,0.030936550151975686,0.01671511627906977,0.001589970501474926,0.0030168067226890756,0.003212927756653992,0.003220161093483036,0.02084340659340659,0.0047207828518173334,0.07124254473161033,0.030166666666666644,0.004336873156342183,0.004630252100840336,0.004983269961977186,0.004996289968269466
1693115434,10.56042133421933,2.462880728918551,0.842214144418159,0.4515435448874421,10.312151743612723,8.022952633988755,0.23966396841258014,0.6411401330024814,2.0253225337558414,1.0762763850282349,0.00008227051052534402,0.3084925437566074,2.3194549603923127,2.782562955460705,1.031988223343454,207994880,72081408,10485760,424882176,109916160,320192512,37761024,10510336,297586688,93544448,4706304,3076096,305324032,14020608,36343808,38,14,52,10,10,2,10,100,0,,0,0,0,0.00802278820375335,0.0030657004830917877,0.030780346820809257,0.01651937046004843,0.0015214899713467047,0.0030168067226890756,0.0032050359712230215,0.003227405247813411,0.020577884615384616,0.004718260869565217,0.07037444933920708,0.026768292682926884,0.004322636103151862,0.004630252100840336,0.004969064748201439,0.005105263157894736
1693115435,10.56042133421933,2.4138942544762183,0.842214144418159,0.4515435448874421,10.312151743612723,8.022952633988755,0.2877923284161343,0.5500018977287614,2.0253225337558414,0.9254417586005292,0.00008227051052534402,0.3084925437566074,2.3194549603923127,2.782562955460705,1.031988223343454,207994880,72081408,10485760,424882176,109916160,320192512,37863424,10510336,297586688,93544448,4706304,3076096,305324032,14020608,36343808,32,10,40,14,14,2,12,110,0,,0,0,0,0.00801894918173988,0.003072965388213283,0.030826271186440678,0.016566820276497692,0.0015214899713467047,0.0030168067226890756,0.0032050359712230215,0.003223422538669285,0.020522727272727272,0.00473133769878391,0.07144660194174755,0.02548780487804878,0.004322636103151862,0.004630252100840336,0.004969064748201439,0.005024774774774761
1693115436,10.56042133421933,2.868926555788532,0.842214144418159,0.4515435448874421,10.554979947653322,8.022952633988755,0.2877923284161343,0.560831869033941,1.945842566507464,0.9442746449706823,0.00008227051052534402,0.3041936914152666,2.454575566548894,2.782562955460705,1.031988223343454,207994880,72384512,10485760,424882176,109219840,320192512,37863424,10510336,298004480,93544448,4706304,2945024,305324032,14020608,36343808,12,20,42,4,4,2,4,28,0,,0,0,0,0.00801894918173988,0.003072965388213283,0.030826271186440678,0.016566820276497692,0.0015214899713467047,0.0030168067226890756,0.0032050359712230215,0.003223422538669285,0.020522727272727272,0.00473133769878391,0.07144660194174755,0.02548780487804878,0.004322636103151862,0.004630252100840336,0.004969064748201439,0.005024774774774761
1693115437,10.56042133421933,2.868926555788532,0.842214144418159,0.4515435448874421,10.554979947653322,8.022952633988755,0.2877923284161343,0.5716618403391206,1.9458425665074643,0.963107531340835,0.00006769697517336704,0.3041936914152666,2.454575566548894,2.782562955460705,1.031988223343454,207994880,72384512,10485760,424882176,109219840,320192512,37863424,10510336,298004480,93544448,4706304,2945024,305324032,14020608,36343808,52,28,70,14,12,2,12,94,0,,0,0,0,0.008028972783143106,0.003072965388213283,0.030826271186440678,0.0166144578313253,0.001432926829268293,0.0030168067226890756,0.003197026022304833,0.0032149416728716796,0.02058522727272727,0.00473133769878391,0.07144660194174755,0.024999999999999998,0.004306097560975611,0.004630252100840336,0.0049546468401487,0.004986895011169024
1693115438,10.56042133421933,2.868926555788532,0.842214144418159,0.4515435448874421,10.554979947653322,8.022952633988755,0.2877923284161343,0.5654995866664733,1.900350734595572,1.1299731822091807,0.000051862085068297776,0.3041936914152666,2.454575566548894,2.782562955460705,1.031988223343454,207994880,72384512,10485760,424882176,109219840,320192512,37863424,10510336,298004480,93544448,4706304,2945024,305324032,14020608,36343808,44,16,52,12,12,2,12,90,0,,0,0,0,0.008018502581755595,0.0030708294501397945,0.030826271186440678,0.016504576659038903,0.0015999999999999999,0.0030166666666666666,0.0032079395085066165,0.0032238036809815952,0.02051988636363636,0.0047274930102516296,0.07144660194174755,0.024921052631578944,0.004338823529411764,0.00463,0.00497429111531191,0.005032584269662929
1693115439,10.56042133421933,2.868926555788532,0.842214144418159,0.451543544887442,10.554979947653322,8.022952633988755,0.2877923284161343,0.5546696153612938,1.900350734595572,1.1299731822091807,0.000051862085068297776,0.3041936914152666,2.454575566548894,2.782562955460705,1.031988223343454,207994880,72384512,10485760,424882176,109219840,320192512,37863424,10510336,298004480,93544448,4706304,2945024,305324032,14020608,36343808,38,16,46,8,10,2,6,96,0,,0,0,0,0.007983942908117752,0.003069699903194579,0.030892857142857146,0.016380331753554505,0.0014985673352435524,0.0030166666666666666,0.003195729537366549,0.0032346368715083797,0.020479207920792077,0.004725459825750242,0.07136942675159234,0.024811611374407582,0.004327220630372493,0.00463,0.0049523131672597875,0.005243055555555555
1693115440,10.56042133421933,2.868926555788532,0.842214144418159,0.35036287346123135,10.554979947653322,8.022952633988755,0.2877923284161343,0.5438396440561142,1.900350734595572,1.1299731822091807,0.000051862085068297776,0.3041936914152666,2.4545755665488938,2.782562955460705,1.031988223343454,207994880,72384512,10485760,424882176,109219840,320192512,37863424,10510336,298004480,93544448,4706304,2945024,305324032,14020608,36343808,50,26,66,4,4,2,4,40,0,,0,0,0,0.008014261019878998,0.0030731707317073168,0.030810546875,0.016471910112359548,0.0014985673352435524,0.0030166666666666666,0.003195729537366549,0.0032301101591187265,0.020560114503816795,0.00473170731707317,0.07165057915057915,0.02480449438202247,0.004327220630372493,0.00463,0.0049523131672597875,0.0051572668112798235
1693115441,8.086803023183766,2.868926555788532,0.84369878702976,0.3579461298047917,10.554979947653322,8.022952633988755,0.2877923284161343,0.5330096727509347,1.900350734595572,1.1299731822091807,0.000051862085068297776,0.3041936914152666,2.4545755665488938,2.782562955460705,1.031988223343454,207994880,72384512,10633216,424882176,109219840,320192512,37863424,10510336,298004480,93544448,4706304,2945024,305324032,14020608,36343808,32,28,60,2,2,2,2,34,0,,0,0,0,0.008014261019878998,0.0030731707317073168,0.030810546875,0.016471910112359548,0.0014985673352435524,0.0030166666666666666,0.003195729537366549,0.0032301101591187265,0.020560114503816795,0.00473170731707317,0.07165057915057915,0.02480449438202247,0.004327220630372493,0.00463,0.0049523131672597875,0.0051572668112798235
1693115442,8.086803023183766,2.868926555788532,0.8388244678492236,0.37072349649686825,10.554979947653322,6.871547501113675,0.2943102300058375,0.643740821390786,1.900350734595572,1.1299731822091807,0.000051862085068297776,0.3041936914152666,2.4545755665488938,2.381989829997508,1.031988223343454,207994880,72384512,10633216,424882176,109219840,320192512,37863424,10514432,298004480,93544448,4706304,2945024,305324032,14020608,36343808,24.739,17.864,46.709,2.41,2.283,2.32,2.008,17.173,0,,0,0,0,0.008022847100175748,0.0030731707317073168,0.030810546875,0.016566901408450706,0.0014133738601823707,0.0030166666666666666,0.0031831501831501834,0.0032210135970333746,0.02061185468451244,0.00473170731707317,0.07165057915057915,0.02483450704225352,0.004311854103343464,0.00463,0.00492967032967033,0.004997824474660075
1693115443,8.086803023183766,2.8689265557885317,0.8388244678492236,0.37841078841705295,10.554979947653322,6.737831623880528,0.2943102300058375,0.643740821390786,1.900350734595572,1.1299731822091807,0.000051862085068297776,0.3041936914152666,2.4545755665488938,2.335613780739829,1.031988223343454,207994880,72384512,10633216,424882176,109219840,320192512,37863424,10514432,298004480,93544448,4706304,2945024,305324032,14020608,36343808,38,18,54,16,14,2,14,100,0,,0,0,0,0.008015217391304346,0.003073102155576382,0.030810546875,0.016438356164383564,0.0015317220543806646,0.0030168067226890756,0.0031893939393939394,0.003225988700564972,0.020574569789674955,0.0047315838800374875,0.07165057915057915,0.024794520547945204,0.0043256797583081565,0.004630252100840336,0.004940909090909091,0.005076496674057657
1693115444,8.086803023183766,2.8689265557885317,0.8388244678492236,0.38609808033723764,10.554979947653322,6.604115746647382,0.2943102300058375,0.643740821390786,1.900350734595572,1.1299731822091807,0.000051862085068297776,0.3041936914152666,2.4545755665488938,2.8137630447124398,1.0285524017619916,207994880,72384512,10633216,424882176,109219840,320192512,37863424,10514432,298004480,93544448,4706304,2945024,305324032,14196736,36483072,34,20,48,14,12,2,12,80,0,,0,0,0,0.00795859305431879,0.003074001947419669,0.030688622754491014,0.016359857482185273,0.0014926686217008797,0.0030168067226890756,0.0031808318264014467,0.003237118822292324,0.020346385542168676,0.004733203505355404,0.07170168067226892,0.02478266033254157,0.0043173020527859235,0.004630252100840336,0.004925497287522605,0.0052884615384615405
1693115445,6.9272453230261375,2.8689265557885317,0.8388244678492236,0.3937853722574223,10.611430662579451,6.470399869414237,0.2943102300058375,0.643740821390786,1.900350734595572,1.1299731822091807,0.000051862085068297776,0.3041936914152666,2.4545755665488938,2.8375139391179913,1.0285524017619916,207994880,72384512,10633216,424882176,109219840,320192512,37863424,10514432,298004480,93544448,4706304,2945024,305324032,14196736,36483072,28,12,38,6,6,2,6,52,0,,0,0,0,0.00797918473547268,0.0030727611940298506,0.03064865930599369,0.01639400921658986,0.0014926686217008797,0.0030168067226890756,0.0031808318264014467,0.0032310181727657453,0.02043222003929273,0.00473097014925373,0.07191428571428571,0.024744239631336405,0.0043173020527859235,0.004630252100840336,0.004925497287522605,0.005175496688741723
1693115446,6.792465272639742,2.8689265557885317,0.8388244678492236,0.401472664177607,10.611430662579451,7.167448250358566,0.2867179069594895,0.643740821390786,1.900350734595572,1.1299731822091807,0.0000680400265482232,0.30813335491498695,2.4545755665488938,2.8375139391179913,1.0285524017619916,207994880,72384512,10633216,424882176,109219840,320880640,37924864,10514432,298004480,93544448,4706304,2945024,305324032,14196736,36483072,34,22,68,6,6,2,6,72,0,,0,0,0,0.00797918473547268,0.0030727611940298506,0.03064865930599369,0.01639400921658986,0.0014926686217008797,0.0030168067226890756,0.0031808318264014467,0.0032310181727657453,0.02043222003929273,0.00473097014925373,0.07191428571428571,0.024744239631336405,0.0043173020527859235,0.004630252100840336,0.004925497287522605,0.005175496688741723
1693115447,6.657685222253345,2.881496553814446,0.8388244678492236,0.4091599560977918,10.56989987442801,7.167448250358566,0.2867179069594895,0.643740821390786,1.900350734595572,0.9710550093890395,0.0000680400265482232,0.30813335491498695,2.4545755665488938,2.8375139391179913,1.0348273744772403,207994880,72384512,10633216,424882176,108199936,320880640,37924864,10514432,298004480,93544448,4706304,2945024,305324032,14196736,36483072,26,18,48,10,10,2,10,54,0,,0,0,0,0.007982456140350877,0.0030727611940298506,0.03064865930599369,0.016520190023752965,0.001428134556574924,0.0030168067226890756,0.0031614678899082567,0.0032256204562547005,0.02046456692913386,0.00473097014925373,0.07191428571428571,0.024786223277909733,0.00430519877675841,0.004630252100840336,0.004890642201834863,0.005069476082004563
1693115448,6.52290517186695,2.881496553814446,0.8388244678492234,0.4612375152110831,10.56989987442801,6.943393260794026,0.2867179069594895,0.643740821390786,1.900350734595572,0.9522221230188865,0.0000680400265482232,0.30813335491498695,2.5368403083775917,2.8375139391179913,1.0348273744772403,207994880,72384512,10633216,424882176,108199936,320880640,37924864,10514432,298004480,93544448,4706304,2945024,305373184,14196736,36483072,20,10,36,4,4,2,4,28,0,,0,0,0,0.007974956822107082,0.0030731707317073168,0.03064865930599369,0.01638952164009112,0.0015285285285285286,0.0030168067226890756,0.0031632653061224487,0.0032325465838509318,0.020411417322834646,0.00473170731707317,0.07191428571428571,0.024699316628701597,0.004324924924924926,0.004630252100840336,0.004893877551020408,0.005204595185995625
